year,state,population,per_capita
2011,Idaho,1583180.0,1.3889766166828788
2011,Illinois,12862298.0,1.089152187268558
2011,Indiana,6515358.0,0.9509838139362411
2011,Kansas,2868756.0,0.8752922869703802
2011,Kentucky,4368505.0,1.3812505651246823
2011,Louisiana,4574388.0,2.031091372222907
2011,Massachusetts,6612178.0,2.520198337068361
2011,Maryland,5843115.0,1.7470133653025826
2011,Maine,1327968.0,1.8426648834911683
2011,Michigan,9876199.0,1.3350277773868267
2011,Minnesota,5345967.0,1.4019914451398596
2011,Missouri,6010280.0,1.4956041981405193
2011,Mississippi,2977452.0,0.7744877163426984
2011,Montana,996866.0,1.7735583318118984
2011,North Carolina,9662940.0,1.3345834704551616
2011,North Dakota,684830.0,0.8805104916548633
2011,Nebraska,1841641.0,1.9265426866582573
2011,New Hampshire,1318345.0,1.1142758534374537
2011,New Jersey,8844694.0,1.5983594231750697
2011,New Mexico,2077744.0,1.7331297792220794
2011,Nevada,2718170.0,3.3662353715919164
2011,New York,19526372.0,3.2491954982727975
2011,Ohio,11543332.0,1.1287901967993297
2011,Oklahoma,3785232.0,1.2218537727674288
2011,Oregon,3865845.0,4.463189807144363
2011,Pennsylvania,12742811.0,1.184667966903064
2011,Rhode Island,1052154.0,1.0169613953850862
2011,South Carolina,4672744.0,1.0899377325186228
2011,South Dakota,823338.0,1.0032331800548497
2011,Tennessee,6396281.0,1.4247341541123664
2011,Texas,25644424.0,1.439338235867571
2011,Utah,2815430.0,1.111730712537694
2011,Virginia,8107548.0,1.0873817830002364
2011,Vermont,626210.0,1.8268631928586256
2011,Washington,6819155.0,2.9972921864952475
2011,Wisconsin,5705812.0,1.013878480398583
2011,West Virginia,1854891.0,1.1919837877266102
2011,Wyoming,567602.0,1.828746198921075
2010,Alaska,714015.0,2.6091888825865
2010,Alabama,4785579.0,1.2633789976092757
2010,Arkansas,2921737.0,0.9453280702540988
2010,Arizona,6407002.0,2.140002453565646
2010,California,37327690.0,3.3080000396488503
2010,Colorado,5048029.0,3.0669395916703333
2010,Connecticut,3580171.0,1.205529009647863
2010,,,
2010,Delaware,899712.0,1.0914603784322094
2010,Florida,18846461.0,3.053676761913019
2010,Georgia,9712696.0,2.042275388831278
2010,Hawaii,1363817.0,4.277700014004812
2010,Iowa,3050223.0,0.9881244748334793
2010,Idaho,1570912.0,1.4934000122221995
2010,Illinois,12841196.0,1.121001501729278
2010,Indiana,6490029.0,0.9941403959828222
2010,Kansas,2858403.0,0.708087697920832
2010,Kentucky,4347948.0,1.5232472881460404
2010,Louisiana,4544871.0,2.746392581879662
2010,Massachusetts,6564943.0,2.535589417912692
2010,Maryland,5788099.0,1.8736721676667936
2010,Maine,1327568.0,1.7919986019548528
2010,Michigan,9876731.0,1.322097361971284
2010,Minnesota,5310711.0,1.4817225038229345
2010,Missouri,5995681.0,1.3546417829767796
2010,Mississippi,2970437.0,0.9234331514184613
2010,Montana,990507.0,1.6304781288774335
2010,North Carolina,9574247.0,1.2733116244024205
2010,North Dakota,674518.0,1.184549559833837
2010,Nebraska,1829956.0,2.1186301747145833
2010,New Hampshire,1316700.0,1.1954127743601428
2010,New Jersey,8803708.0,1.5603652460985757
2010,New Mexico,2064607.0,1.6831290410233037
2010,Nevada,2702797.0,4.145705356340118
2010,New York,19405185.0,3.380848984433799
2010,Ohio,11539282.0,1.0892358814005931
2010,Oklahoma,3759529.0,1.390865717487483
2010,Oregon,3837073.0,5.0799137780282
2010,Pennsylvania,12711063.0,1.1419973294129688
2010,Rhode Island,1053169.0,1.217278518452404
2010,South Carolina,4635834.0,0.9648749286536145
2010,South Dakota,816227.0,0.8955841941028659
2010,Tennessee,6355882.0,1.6167701036614588
2010,Texas,25241648.0,1.3913909266146172
2010,Utah,2775260.0,1.183312554499398
2010,Virginia,8025206.0,1.1314351307617525
2010,Vermont,625842.0,1.9493738036117743
2010,Washington,6741386.0,3.393664151555778
2010,Wisconsin,5690403.0,1.1129264482673722
2010,West Virginia,1854315.0,1.2209360329825298
2010,Wyoming,564376.0,1.025911803478532
2009,,,
2009,,,
2009,,,
2009,,,
2009,,,
2009,,,
2009,,,
2009,,,
2009,,,
2009,,,
2009,,,
2009,,,
2009,,,
2009,,,
2009,,,
2009,,,
2009,,,
2009,,,
2009,,,
2009,,,
2009,,,
2009,,,
2009,,,
2009,,,
2009,,,
2009,,,
2009,,,
2009,,,
2009,,,
2009,,,
2009,,,
2009,,,
2009,,,
2009,,,
2009,,,
2009,,,
2009,,,
2009,,,
2009,,,
2009,,,
2009,,,
2009,,,
2009,,,
2009,,,
2009,,,
2009,,,
2009,,,
2009,,,
2009,,,
2009,,,
2009,,,
2008,,,
2008,,,
2008,,,
2008,,,
2008,,,
2008,,,
2008,,,
2008,,,
2008,,,
2008,,,
2008,,,
2008,,,
2008,,,
2008,,,
2008,,,
2008,,,
2008,,,
2008,,,
2008,,,
2008,,,
2008,,,
2008,,,
2008,,,
2008,,,
2008,,,
2008,,,
2008,,,
2008,,,
2008,,,
2008,,,
2008,,,
2008,,,
2008,,,
2008,,,
2008,,,
2008,,,
2008,,,
2008,,,
2008,,,
2008,,,
2008,,,
2008,,,
2008,,,
2008,,,
2008,,,
2008,,,
2008,,,
2008,,,
