state,state_name,year,total,individual,family,yparent,ypchild,non_ypfam,sh_ind,uns_ind,sh_fam,uns_fam,sh_yparent,uns_yparent,sh_ypchild,uns_ypchild,sh_non_ypfam,uns_non_ypfam
ME,Maine ,2009,2444.0,1124.0,1320.0,,,,1092.0,32.0,1314.0,6.0,,,,,,
MI,Michigan ,2009,14005.0,7857.0,6148.0,,,,6019.0,1838.0,5279.0,869.0,,,,,,
MN,Minnesota ,2009,7718.0,3393.0,4325.0,,,,2668.0,725.0,4104.0,221.0,,,,,,
MO,Missouri ,2009,6959.0,3823.0,3136.0,,,,2933.0,890.0,2536.0,600.0,,,,,,
MS,Mississippi ,2009,2797.0,1843.0,954.0,,,,655.0,1188.0,566.0,388.0,,,,,,
MT,Montana ,2009,1196.0,752.0,444.0,,,,481.0,271.0,352.0,92.0,,,,,,
NC,North Carolina ,2009,12918.0,9159.0,3759.0,,,,5576.0,3583.0,2897.0,862.0,,,,,,
ND,North Dakota ,2009,773.0,548.0,225.0,,,,540.0,8.0,225.0,0.0,,,,,,
NE,Nebraska ,2009,3718.0,2072.0,1646.0,,,,1747.0,325.0,1332.0,314.0,,,,,,
NH,New Hampshire ,2009,1645.0,891.0,754.0,,,,670.0,221.0,736.0,18.0,,,,,,
NJ,New Jersey ,2009,13169.0,5962.0,7207.0,,,,5005.0,957.0,6866.0,341.0,,,,,,
NM,New Mexico ,2009,3475.0,2343.0,1132.0,,,,1102.0,1241.0,1006.0,126.0,,,,,,
NV,Nevada ,2009,11089.0,9394.0,1695.0,,,,6143.0,3251.0,1649.0,46.0,,,,,,
NY,New York ,2009,61067.0,24557.0,36510.0,,,,21005.0,3552.0,36449.0,61.0,,,,,,
OH,Ohio ,2009,12700.0,7774.0,4926.0,,,,6430.0,1344.0,4499.0,427.0,,,,,,
OK,Oklahoma ,2009,4838.0,3227.0,1611.0,,,,2185.0,1042.0,1122.0,489.0,,,,,,
OR,Oregon ,2009,17309.0,10443.0,6866.0,,,,3992.0,6451.0,3450.0,3416.0,,,,,,
PA,Pennsylvania ,2009,15096.0,7384.0,7712.0,,,,6191.0,1193.0,7628.0,84.0,,,,,,
RI,Rhode Island ,2009,1607.0,1139.0,468.0,,,,1088.0,51.0,468.0,0.0,,,,,,
SC,South Carolina ,2009,4473.0,3194.0,1279.0,,,,1945.0,1249.0,1091.0,188.0,,,,,,
SD,South Dakota ,2009,731.0,445.0,286.0,,,,381.0,64.0,286.0,0.0,,,,,,
TN,Tennessee ,2009,10532.0,8048.0,2484.0,,,,5520.0,2528.0,1613.0,871.0,,,,,,
TX,Texas ,2009,36761.0,22564.0,14197.0,,,,12943.0,9621.0,8715.0,5482.0,,,,,,
UT,Utah ,2009,3795.0,2242.0,1553.0,,,,1987.0,255.0,1553.0,0.0,,,,,,
VA,Virginia ,2009,8852.0,5066.0,3786.0,,,,3863.0,1203.0,3421.0,365.0,,,,,,
VT,Vermont ,2009,1214.0,693.0,521.0,,,,571.0,122.0,486.0,35.0,,,,,,
WA,Washington ,2009,22782.0,12086.0,10696.0,,,,6639.0,5447.0,9598.0,1098.0,,,,,,
WI,Wisconsin ,2009,6525.0,3161.0,3364.0,,,,2733.0,428.0,2732.0,632.0,,,,,,
WV,West Virginia ,2009,1667.0,1101.0,566.0,,,,848.0,253.0,430.0,136.0,,,,,,
WY,Wyoming ,2009,515.0,340.0,175.0,,,,282.0,58.0,169.0,6.0,,,,,,
AK,Alaska ,2008,1646.0,1067.0,579.0,,,,912.0,155.0,540.0,39.0,,,,,,
AL,Alabama,2008,5387.0,4086.0,1301.0,,,,2803.0,1283.0,1040.0,261.0,,,,,,
AR,Arkansas ,2008,3255.0,2625.0,630.0,,,,1617.0,1008.0,403.0,227.0,,,,,,
AZ,Arizona ,2008,12488.0,8428.0,4060.0,,,,3376.0,5052.0,3594.0,466.0,,,,,,
CA,California ,2008,136531.0,109050.0,27481.0,,,,28505.0,80545.0,18460.0,9021.0,,,,,,
CO,Colorado ,2008,14747.0,6260.0,8487.0,,,,2984.0,3276.0,3893.0,4594.0,,,,,,
CT,Connecticut ,2008,4627.0,2773.0,1854.0,,,,2185.0,588.0,1835.0,19.0,,,,,,
DC,Washington DC,2008,6044.0,4208.0,1836.0,,,,3830.0,378.0,1836.0,0.0,,,,,,
DE,Delaware ,2008,933.0,652.0,281.0,,,,581.0,71.0,281.0,0.0,,,,,,
FL,Florida ,2008,50158.0,32959.0,17199.0,,,,12331.0,20628.0,8393.0,8806.0,,,,,,
GA,Georgia ,2008,19095.0,13728.0,5367.0,,,,5716.0,8012.0,3149.0,2218.0,,,,,,
HI,Hawaii ,2008,6061.0,3326.0,2735.0,,,,1091.0,2235.0,1612.0,1123.0,,,,,,
IA,Iowa ,2008,3346.0,1609.0,1737.0,,,,1421.0,188.0,1666.0,71.0,,,,,,
ID,Idaho ,2008,1464.0,817.0,647.0,,,,657.0,160.0,593.0,54.0,,,,,,
IL,Illinois ,2008,14724.0,8356.0,6368.0,,,,5697.0,2659.0,5783.0,585.0,,,,,,
IN,Indiana ,2008,7395.0,4937.0,2458.0,,,,3617.0,1320.0,2306.0,152.0,,,,,,
KS,Kansas ,2008,1738.0,1080.0,658.0,,,,897.0,183.0,603.0,55.0,,,,,,
KY,Kentucky ,2008,8137.0,4344.0,3793.0,,,,3247.0,1097.0,2948.0,845.0,,,,,,
LA,Louisiana ,2008,5481.0,2894.0,2587.0,,,,1905.0,989.0,1795.0,792.0,,,,,,
MA,Massachusetts ,2008,14506.0,7127.0,7379.0,,,,6223.0,904.0,7214.0,165.0,,,,,,
MD,Maryland ,2008,9219.0,4806.0,4413.0,,,,3335.0,1471.0,2719.0,1694.0,,,,,,
ME,Maine ,2008,2632.0,1241.0,1391.0,,,,1201.0,40.0,1387.0,4.0,,,,,,
MI,Michigan ,2008,28248.0,17364.0,10884.0,,,,7014.0,10350.0,4767.0,6117.0,,,,,,
MN,Minnesota ,2008,7644.0,3388.0,4256.0,,,,2317.0,1071.0,3953.0,303.0,,,,,,
MO,Missouri ,2008,7687.0,4195.0,3492.0,,,,2784.0,1411.0,2823.0,669.0,,,,,,
MS,Mississippi ,2008,1961.0,1697.0,264.0,,,,948.0,749.0,258.0,6.0,,,,,,
MT,Montana ,2008,1417.0,968.0,449.0,,,,617.0,351.0,390.0,59.0,,,,,,
NC,North Carolina ,2008,12411.0,8749.0,3662.0,,,,5337.0,3412.0,2688.0,974.0,,,,,,
ND,North Dakota ,2008,615.0,375.0,240.0,,,,362.0,13.0,234.0,6.0,,,,,,
NE,Nebraska ,2008,3985.0,2244.0,1741.0,,,,1824.0,420.0,1403.0,338.0,,,,,,
NH,New Hampshire ,2008,2019.0,1172.0,847.0,,,,785.0,387.0,750.0,97.0,,,,,,
NJ,New Jersey ,2008,13832.0,6848.0,6984.0,,,,5421.0,1427.0,6439.0,545.0,,,,,,
NM,New Mexico ,2008,3015.0,1861.0,1154.0,,,,1063.0,798.0,685.0,469.0,,,,,,
NV,Nevada ,2008,8726.0,6512.0,2214.0,,,,3658.0,2854.0,1205.0,1009.0,,,,,,
NY,New York ,2008,61125.0,25771.0,35354.0,,,,21304.0,4467.0,35212.0,142.0,,,,,,
OH,Ohio ,2008,12912.0,7865.0,5047.0,,,,6116.0,1749.0,4261.0,786.0,,,,,,
OK,Oklahoma ,2008,3846.0,2674.0,1172.0,,,,1905.0,769.0,898.0,274.0,,,,,,
OR,Oregon ,2008,20653.0,11548.0,9105.0,,,,5260.0,6288.0,4686.0,4419.0,,,,,,
PA,Pennsylvania ,2008,15378.0,7734.0,7644.0,,,,6541.0,1193.0,7538.0,106.0,,,,,,
RI,Rhode Island ,2008,1196.0,714.0,482.0,,,,660.0,54.0,482.0,0.0,,,,,,
SC,South Carolina ,2008,5660.0,3809.0,1851.0,,,,2031.0,1778.0,1055.0,796.0,,,,,,
SD,South Dakota ,2008,579.0,268.0,311.0,,,,235.0,33.0,303.0,8.0,,,,,,
TN,Tennessee ,2008,9705.0,7242.0,2463.0,,,,3829.0,3413.0,1831.0,632.0,,,,,,
TX,Texas ,2008,40190.0,27950.0,12240.0,,,,14095.0,13855.0,9985.0,2255.0,,,,,,
UT,Utah ,2008,3434.0,2018.0,1416.0,,,,1762.0,256.0,1416.0,0.0,,,,,,
VA,Virginia ,2008,8469.0,4838.0,3631.0,,,,3541.0,1297.0,3354.0,277.0,,,,,,
VT,Vermont ,2008,954.0,627.0,327.0,,,,401.0,226.0,295.0,32.0,,,,,,
WA,Washington ,2008,21954.0,12156.0,9798.0,,,,6831.0,5325.0,8625.0,1173.0,,,,,,
WI,Wisconsin ,2008,5449.0,2285.0,3164.0,,,,1975.0,310.0,2959.0,205.0,,,,,,
WV,West Virginia ,2008,2016.0,1435.0,581.0,,,,993.0,442.0,429.0,152.0,,,,,,
WY,Wyoming ,2008,751.0,357.0,394.0,,,,320.0,37.0,299.0,95.0,,,,,,
AK,Alaska ,2007,1642.0,1062.0,580.0,,,,891.0,171.0,496.0,84.0,,,,,,
AL,Alabama,2007,5452.0,4184.0,1268.0,,,,2823.0,1361.0,973.0,295.0,,,,,,
AR,Arkansas ,2007,3836.0,2987.0,849.0,,,,1766.0,1221.0,519.0,330.0,,,,,,
AZ,Arizona ,2007,14646.0,10020.0,4626.0,,,,4423.0,5597.0,4195.0,431.0,,,,,,
CA,California ,2007,138986.0,110952.0,28034.0,,,,30497.0,80455.0,18014.0,10020.0,,,,,,
CO,Colorado ,2007,14225.0,6844.0,7381.0,,,,3054.0,3790.0,3917.0,3464.0,,,,,,
CT,Connecticut ,2007,4482.0,3173.0,1309.0,,,,2456.0,717.0,1215.0,94.0,,,,,,
DC,Washington DC,2007,5320.0,3717.0,1603.0,,,,3377.0,340.0,1603.0,0.0,,,,,,
DE,Delaware ,2007,1061.0,716.0,345.0,,,,530.0,186.0,324.0,21.0,,,,,,
FL,Florida ,2007,48069.0,33040.0,15029.0,,,,12772.0,20268.0,7757.0,7272.0,,,,,,
GA,Georgia ,2007,19639.0,12521.0,7118.0,,,,5743.0,6778.0,2598.0,4520.0,,,,,,
HI,Hawaii ,2007,6070.0,3335.0,2735.0,,,,1100.0,2235.0,1612.0,1123.0,,,,,,
IA,Iowa ,2007,2734.0,1504.0,1230.0,,,,1254.0,250.0,1187.0,43.0,,,,,,
ID,Idaho ,2007,1749.0,1102.0,647.0,,,,613.0,489.0,512.0,135.0,,,,,,
IL,Illinois ,2007,15487.0,8653.0,6834.0,,,,5982.0,2671.0,6189.0,645.0,,,,,,
IN,Indiana ,2007,7358.0,4734.0,2624.0,,,,3624.0,1110.0,2472.0,152.0,,,,,,
KS,Kansas ,2007,2111.0,1208.0,903.0,,,,1003.0,205.0,826.0,77.0,,,,,,
KY,Kentucky ,2007,8061.0,3890.0,4171.0,,,,2934.0,956.0,3006.0,1165.0,,,,,,
LA,Louisiana ,2007,5494.0,2973.0,2521.0,,,,2155.0,818.0,1762.0,759.0,,,,,,
MA,Massachusetts ,2007,15127.0,8292.0,6835.0,,,,7179.0,1113.0,6534.0,301.0,,,,,,
MD,Maryland ,2007,9628.0,5052.0,4576.0,,,,3533.0,1519.0,2885.0,1691.0,,,,,,
ME,Maine ,2007,2638.0,1136.0,1502.0,,,,1088.0,48.0,1488.0,14.0,,,,,,
MI,Michigan ,2007,28295.0,17553.0,10742.0,,,,6967.0,10586.0,4585.0,6157.0,,,,,,
MN,Minnesota ,2007,7323.0,3269.0,4054.0,,,,2181.0,1088.0,3697.0,357.0,,,,,,
MO,Missouri ,2007,6247.0,3336.0,2911.0,,,,2561.0,775.0,2576.0,335.0,,,,,,
MS,Mississippi ,2007,1377.0,1115.0,262.0,,,,593.0,522.0,258.0,4.0,,,,,,
MT,Montana ,2007,1150.0,633.0,517.0,,,,398.0,235.0,457.0,60.0,,,,,,
NC,North Carolina ,2007,11802.0,8391.0,3411.0,,,,5393.0,2998.0,2486.0,925.0,,,,,,
ND,North Dakota ,2007,636.0,403.0,233.0,,,,379.0,24.0,198.0,35.0,,,,,,
NE,Nebraska ,2007,3531.0,2172.0,1359.0,,,,1737.0,435.0,1270.0,89.0,,,,,,
NH,New Hampshire ,2007,2248.0,1255.0,993.0,,,,651.0,604.0,622.0,371.0,,,,,,
NJ,New Jersey ,2007,17314.0,8972.0,8342.0,,,,7034.0,1938.0,7802.0,540.0,,,,,,
NM,New Mexico ,2007,3015.0,1861.0,1154.0,,,,1063.0,798.0,685.0,469.0,,,,,,
NV,Nevada ,2007,8642.0,6477.0,2165.0,,,,3639.0,2838.0,1179.0,986.0,,,,,,
NY,New York ,2007,62601.0,28056.0,34545.0,,,,22907.0,5149.0,34374.0,171.0,,,,,,
OH,Ohio ,2007,11264.0,6870.0,4394.0,,,,5592.0,1278.0,3788.0,606.0,,,,,,
OK,Oklahoma ,2007,4221.0,2982.0,1239.0,,,,2201.0,781.0,888.0,351.0,,,,,,
OR,Oregon ,2007,17590.0,9871.0,7719.0,,,,4120.0,5751.0,4209.0,3510.0,,,,,,
PA,Pennsylvania ,2007,16220.0,8229.0,7991.0,,,,6932.0,1297.0,7809.0,182.0,,,,,,
RI,Rhode Island ,2007,1372.0,643.0,729.0,,,,599.0,44.0,724.0,5.0,,,,,,
SC,South Carolina ,2007,5660.0,3771.0,1889.0,,,,2030.0,1741.0,1056.0,833.0,,,,,,
SD,South Dakota ,2007,579.0,268.0,311.0,,,,235.0,33.0,303.0,8.0,,,,,,
TN,Tennessee ,2007,11210.0,8462.0,2748.0,,,,4723.0,3739.0,1723.0,1025.0,,,,,,
TX,Texas ,2007,39788.0,26306.0,13482.0,,,,13119.0,13187.0,9763.0,3719.0,,,,,,
UT,Utah ,2007,3011.0,1945.0,1066.0,,,,1632.0,313.0,1066.0,0.0,,,,,,
VA,Virginia ,2007,9746.0,5523.0,4223.0,,,,3792.0,1731.0,3775.0,448.0,,,,,,
VT,Vermont ,2007,1035.0,599.0,436.0,,,,380.0,219.0,340.0,96.0,,,,,,
WA,Washington ,2007,23379.0,13289.0,10090.0,,,,8113.0,5176.0,8744.0,1346.0,,,,,,
WI,Wisconsin ,2007,5648.0,2403.0,3245.0,,,,2071.0,332.0,3014.0,231.0,,,,,,
WV,West Virginia ,2007,2409.0,1915.0,494.0,,,,1724.0,191.0,423.0,71.0,,,,,,
WY,Wyoming ,2007,537.0,331.0,206.0,,,,257.0,74.0,140.0,66.0,,,,,,
